location,room,area,floor,price
Gənclik m.,4 otaqlı,202.0,14,430000
Gənclik m.,2 otaqlı,67.0,4,214000
Nəriman Nərimanov m.,4 otaqlı,50.0,4,121500
Gənclik m.,2 otaqlı,113.0,7,315000
Gənclik m.,3 otaqlı,70.0,6,210000
Gənclik m.,2 otaqlı,35.0,4,110000
Gənclik m.,3 otaqlı,116.0,6,310000
Gənclik m.,2 otaqlı,63.0,10,198000
Gənclik m.,1 otaqlı,35.0,4,117000
Nəriman Nərimanov m.,4 otaqlı,201.0,8,500000
Gənclik m.,3 otaqlı,140.0,6,480000
Gənclik m.,3 otaqlı,65.0,4,165000
Nəriman Nərimanov m.,3 otaqlı,140.0,7,480000
Gənclik m.,3 otaqlı,140.0,7,465000
Gənclik m.,3 otaqlı,103.0,14,244800
Gənclik m.,4 otaqlı,155.0,9,410000
Gənclik m.,4 otaqlı,166.3,15,808000
Gənclik m.,2 otaqlı,60.0,6,175000
Gənclik m.,3 otaqlı,85.0,4,215000
Nəriman Nərimanov m.,3 otaqlı,80.0,4,198500
Gənclik m.,3 otaqlı,95.0,16,243000
Gənclik m.,2 otaqlı,40.0,5,125000
Gənclik m.,3 otaqlı,198.0,15,460000
Gənclik m.,3 otaqlı,159.0,3,254500
Gənclik m.,3 otaqlı,143.0,8,329000
Gənclik m.,3 otaqlı,97.6,6,380000
Gənclik m.,3 otaqlı,85.0,14,215000
Gənclik m.,2 otaqlı,70.0,17,170000
Nəriman Nərimanov m.,2 otaqlı,80.0,1,160000
Gənclik m.,3 otaqlı,134.0,11,388600
Gənclik m.,3 otaqlı,75.0,6,176000
Gənclik m.,2 otaqlı,55.0,3,124000
Nəriman Nərimanov m.,3 otaqlı,85.0,2,245000
Gənclik m.,4 otaqlı,183.0,15,283000
Gənclik m.,3 otaqlı,120.0,4,357000
Gənclik m.,4 otaqlı,200.0,6,600000
Gənclik m.,2 otaqlı,50.0,4,135000
Gənclik m.,2 otaqlı,44.0,4,135000
Nəriman Nərimanov m.,3 otaqlı,80.0,15,258000
Gənclik m.,3 otaqlı,85.0,4,220000
Gənclik m.,4 otaqlı,181.0,11,590000
Gənclik m.,3 otaqlı,130.0,15,420000
Gənclik m.,2 otaqlı,105.0,3,320000
Gənclik m.,3 otaqlı,138.0,14,350000
Gənclik m.,2 otaqlı,60.0,8,205000
Gənclik m.,7 otaqlı,270.0,16,945000
Gənclik m.,4 otaqlı,208.0,7,790000
Gənclik m.,2 otaqlı,64.0,14,205000
Gənclik m.,2 otaqlı,95.0,14,345000
Gənclik m.,2 otaqlı,60.0,4,155000
Gənclik m.,2 otaqlı,92.0,14,150000
Gənclik m.,1 otaqlı,40.0,5,105000
Gənclik m.,2 otaqlı,92.0,9,280000
Nəriman Nərimanov m.,3 otaqlı,64.0,5,180000
Gənclik m.,2 otaqlı,65.0,9,220000
Gənclik m.,3 otaqlı,79.0,14,259000
Nəriman Nərimanov m.,3 otaqlı,140.0,6,480000
Nəriman Nərimanov m.,1 otaqlı,55.0,15,175000
Gənclik m.,3 otaqlı,85.0,4,265000
Nəriman Nərimanov m.,2 otaqlı,92.0,11,240000
Nəriman Nərimanov m.,3 otaqlı,140.0,6,480000
Gənclik m.,3 otaqlı,112.0,6,310000
Nəriman Nərimanov m.,3 otaqlı,100.0,4,260000
Gənclik m.,3 otaqlı,140.0,5,480000
Nəriman Nərimanov m.,4 otaqlı,190.0,15,299000
Gənclik m.,2 otaqlı,55.0,4,135000
Gənclik m.,3 otaqlı,140.0,8,330000
Gənclik m.,2 otaqlı,57.0,5,170000
Gənclik m.,3 otaqlı,105.0,5,275000
Gənclik m.,2 otaqlı,80.0,2,285000
Gənclik m.,3 otaqlı,140.0,6,480000
Neftçilər m.,2 otaqlı,46.0,2,114000
Qara Qarayev m.,2 otaqlı,75.0,14,195000
Qara Qarayev m.,2 otaqlı,62.0,3,155000
Qara Qarayev m.,3 otaqlı,78.0,13,205000
Qara Qarayev m.,2 otaqlı,70.0,4,158000
Qara Qarayev m.,2 otaqlı,83.0,7,172000
Qara Qarayev m.,2 otaqlı,70.0,8,175000
Qara Qarayev m.,2 otaqlı,70.0,8,175000
Qara Qarayev m.,2 otaqlı,60.0,3,162000
Qara Qarayev m.,3 otaqlı,137.0,14,326000
Qara Qarayev m.,2 otaqlı,62.0,8,165000
Qara Qarayev m.,1 otaqlı,37.0,14,86000
Qara Qarayev m.,2 otaqlı,69.0,4,158000
Neftçilər m.,2 otaqlı,70.0,7,164000
Qara Qarayev m.,3 otaqlı,120.0,3,250700
Qara Qarayev m.,2 otaqlı,70.0,8,175000
Qara Qarayev m.,2 otaqlı,62.0,3,155000
Qara Qarayev m.,2 otaqlı,58.0,12,167000
Qara Qarayev m.,2 otaqlı,70.0,8,175000
Qara Qarayev m.,4 otaqlı,150.0,5,233000
Qara Qarayev m.,3 otaqlı,150.0,5,245000
Qara Qarayev m.,3 otaqlı,105.0,9,275000
Qara Qarayev m.,3 otaqlı,137.0,13,328000
Qara Qarayev m.,2 otaqlı,55.0,2,115000
Qara Qarayev m.,3 otaqlı,110.0,20,261000
Qara Qarayev m.,3 otaqlı,160.0,4,250000
Qara Qarayev m.,3 otaqlı,113.0,12,285000
Qara Qarayev m.,3 otaqlı,98.0,3,230000
Qara Qarayev m.,2 otaqlı,108.0,9,200000
Neftçilər m.,3 otaqlı,135.0,12,359000
Qara Qarayev m.,2 otaqlı,53.0,6,137000
Qara Qarayev m.,2 otaqlı,70.0,8,175000
Qara Qarayev m.,3 otaqlı,135.0,8,315000
Qara Qarayev m.,3 otaqlı,100.0,10,188000
Qara Qarayev m.,3 otaqlı,160.0,2,318000
Qara Qarayev m.,3 otaqlı,115.0,3,227000
Qara Qarayev m.,3 otaqlı,120.0,14,300000
Neftçilər m.,3 otaqlı,87.0,11,215000
Qara Qarayev m.,2 otaqlı,55.0,4,122000
Qara Qarayev m.,2 otaqlı,108.4,9,200000
Qara Qarayev m.,1 otaqlı,37.0,14,86000
Qara Qarayev m.,3 otaqlı,137.0,4,325000
Qara Qarayev m.,1 otaqlı,39.0,15,92000
Qara Qarayev m.,3 otaqlı,77.0,14,205000
Qara Qarayev m.,2 otaqlı,78.0,14,195000
Qara Qarayev m.,2 otaqlı,64.0,8,165000
Qara Qarayev m.,2 otaqlı,70.0,8,175000
Qara Qarayev m.,3 otaqlı,120.0,15,300000
Qara Qarayev m.,2 otaqlı,60.0,11,164000
Qara Qarayev m.,4 otaqlı,123.0,4,275000
Qara Qarayev m.,1 otaqlı,46.0,12,111500
Qara Qarayev m.,3 otaqlı,70.0,2,165000
Qara Qarayev m.,3 otaqlı,127.0,15,245000
Qara Qarayev m.,3 otaqlı,127.4,11,253000
Qara Qarayev m.,1 otaqlı,46.0,12,111500
Qara Qarayev m.,4 otaqlı,123.0,5,275000
Neftçilər m.,2 otaqlı,70.0,7,164000
Qara Qarayev m.,3 otaqlı,110.0,4,240000
Qara Qarayev m.,3 otaqlı,137.0,14,326000
Qara Qarayev m.,2 otaqlı,62.0,3,155000
Qara Qarayev m.,3 otaqlı,137.0,4,325000
Neftçilər m.,3 otaqlı,76.0,2,165000
Qara Qarayev m.,1 otaqlı,40.0,2,116000
Qara Qarayev m.,4 otaqlı,143.0,9,330000
Qara Qarayev m.,2 otaqlı,90.0,8,189000
Qara Qarayev m.,2 otaqlı,85.0,4,225000
Qara Qarayev m.,3 otaqlı,80.0,12,205000
Qara Qarayev m.,2 otaqlı,60.0,6,162000
Qara Qarayev m.,2 otaqlı,80.0,14,195000
Qara Qarayev m.,2 otaqlı,60.0,10,167000
Qara Qarayev m.,3 otaqlı,125.0,6,270000
Qara Qarayev m.,3 otaqlı,88.0,11,185000
Qara Qarayev m.,2 otaqlı,90.0,8,189000
Qara Qarayev m.,2 otaqlı,60.0,16,156000
Qara Qarayev m.,2 otaqlı,53.0,6,137000
Qara Qarayev m.,1 otaqlı,35.0,5,82000
Qara Qarayev m.,3 otaqlı,90.0,4,195000
Qara Qarayev m.,2 otaqlı,60.0,10,164000
Neftçilər m.,2 otaqlı,55.0,1,120000
Qara Qarayev m.,2 otaqlı,80.0,14,195000
Qara Qarayev m.,3 otaqlı,78.0,12,205000
Qara Qarayev m.,2 otaqlı,90.0,8,189000
Qara Qarayev m.,3 otaqlı,120.0,14,300000
Qara Qarayev m.,3 otaqlı,65.0,2,165000
Qara Qarayev m.,3 otaqlı,110.0,4,240000
Neftçilər m.,3 otaqlı,130.0,2,245000
Qara Qarayev m.,2 otaqlı,70.0,8,175000
Neftçilər m.,2 otaqlı,70.0,7,164000
Qara Qarayev m.,3 otaqlı,125.0,10,350000
Qara Qarayev m.,3 otaqlı,70.0,2,165000
Qara Qarayev m.,2 otaqlı,60.0,16,156000
Qara Qarayev m.,3 otaqlı,125.0,10,350000
Qara Qarayev m.,3 otaqlı,125.0,10,350000
Qara Qarayev m.,2 otaqlı,85.0,3,225000
Qara Qarayev m.,4 otaqlı,100.0,3,250000
Qara Qarayev m.,2 otaqlı,75.0,14,195000
Qara Qarayev m.,2 otaqlı,70.0,16,190000
Qara Qarayev m.,1 otaqlı,55.0,2,115000
Qara Qarayev m.,2 otaqlı,90.0,8,189000
Qara Qarayev m.,3 otaqlı,115.0,12,280000
Qara Qarayev m.,1 otaqlı,55.0,2,115000
Qara Qarayev m.,3 otaqlı,135.0,5,335000
Qara Qarayev m.,3 otaqlı,85.0,4,172000
Qara Qarayev m.,2 otaqlı,73.0,2,173000
Neftçilər m.,3 otaqlı,106.0,9,245000
Qara Qarayev m.,2 otaqlı,60.0,11,162000
Qara Qarayev m.,3 otaqlı,95.0,8,248000
Qara Qarayev m.,3 otaqlı,103.0,11,215000
Qara Qarayev m.,2 otaqlı,85.0,3,225000
Qara Qarayev m.,1 otaqlı,55.0,2,115000
Qara Qarayev m.,3 otaqlı,104.0,16,195000
Qara Qarayev m.,2 otaqlı,70.0,8,175000
Neftçilər m.,3 otaqlı,135.0,12,359000
Qara Qarayev m.,2 otaqlı,58.0,12,167000
Qara Qarayev m.,4 otaqlı,186.0,17,550000
Qara Qarayev m.,2 otaqlı,108.0,9,200000
Qara Qarayev m.,3 otaqlı,158.0,12,308000
Qara Qarayev m.,3 otaqlı,110.0,4,265000
Qara Qarayev m.,4 otaqlı,178.0,11,375000
Qara Qarayev m.,2 otaqlı,60.0,11,164000
Qara Qarayev m.,4 otaqlı,123.0,4,275000
Neftçilər m.,3 otaqlı,130.0,2,245000
Qara Qarayev m.,3 otaqlı,78.0,14,205000
Qara Qarayev m.,2 otaqlı,85.0,3,225000
Qara Qarayev m.,3 otaqlı,120.0,15,300000
Qara Qarayev m.,4 otaqlı,186.0,17,550000
Qara Qarayev m.,3 otaqlı,125.0,14,299000
Qara Qarayev m.,2 otaqlı,65.0,2,165000
Qara Qarayev m.,1 otaqlı,32.0,3,92000
Qara Qarayev m.,2 otaqlı,52.0,10,160000
Neftçilər m.,2 otaqlı,72.0,3,157000
Qara Qarayev m.,2 otaqlı,52.0,5,147000
Qara Qarayev m.,2 otaqlı,68.0,3,168000
Qara Qarayev m.,2 otaqlı,68.0,8,175000
Qara Qarayev m.,2 otaqlı,75.0,14,195000
Qara Qarayev m.,3 otaqlı,78.0,13,205000
Qara Qarayev m.,3 otaqlı,70.0,3,145000
Neftçilər m.,2 otaqlı,75.0,7,164000
Qara Qarayev m.,2 otaqlı,75.0,6,175000
Qara Qarayev m.,2 otaqlı,65.0,7,142000
Qara Qarayev m.,3 otaqlı,85.0,4,169000
Qara Qarayev m.,2 otaqlı,70.0,8,175000
Qara Qarayev m.,2 otaqlı,53.0,6,137000
Neftçilər m.,3 otaqlı,130.0,2,245000
Neftçilər m.,2 otaqlı,40.0,4,92900
Qara Qarayev m.,3 otaqlı,127.0,15,268000
Qara Qarayev m.,1 otaqlı,40.0,4,103000
Qara Qarayev m.,1 otaqlı,32.0,3,92000
Qara Qarayev m.,1 otaqlı,38.0,3,100000
Qara Qarayev m.,1 otaqlı,38.5,14,88500
Qara Qarayev m.,2 otaqlı,97.0,4,200000
Qara Qarayev m.,2 otaqlı,52.0,9,140000
Qara Qarayev m.,2 otaqlı,48.0,7,145000
Qara Qarayev m.,4 otaqlı,135.0,2,240000
Qara Qarayev m.,1 otaqlı,37.0,2,116000
Qara Qarayev m.,3 otaqlı,135.0,9,270000
Qara Qarayev m.,2 otaqlı,85.0,4,225000
Qara Qarayev m.,2 otaqlı,100.0,10,216000
Neftçilər m.,3 otaqlı,48.0,2,114000
Qara Qarayev m.,3 otaqlı,95.0,14,194000
Qara Qarayev m.,2 otaqlı,62.0,13,150000
Qara Qarayev m.,2 otaqlı,70.0,6,165000
Qara Qarayev m.,2 otaqlı,64.0,12,155000
Qara Qarayev m.,2 otaqlı,64.0,12,160000
Qara Qarayev m.,3 otaqlı,85.0,4,169000
Qara Qarayev m.,4 otaqlı,95.0,5,189000
Qara Qarayev m.,3 otaqlı,120.0,14,262000
Neftçilər m.,3 otaqlı,135.0,12,359000
Qara Qarayev m.,2 otaqlı,62.0,3,155000
Neftçilər m.,2 otaqlı,61.5,16,113775
Qara Qarayev m.,4 otaqlı,186.0,17,550000
Neftçilər m.,2 otaqlı,89.8,15,162000
Qara Qarayev m.,2 otaqlı,35.0,2,116000
Qara Qarayev m.,3 otaqlı,78.0,14,188000
Qara Qarayev m.,3 otaqlı,145.0,12,329000
Qara Qarayev m.,4 otaqlı,135.0,15,318000
Neftçilər m.,2 otaqlı,75.0,7,183500
Qara Qarayev m.,3 otaqlı,85.0,6,160000
Qara Qarayev m.,4 otaqlı,179.0,3,340000
Qara Qarayev m.,3 otaqlı,125.0,10,350000
Qara Qarayev m.,3 otaqlı,120.0,14,262000
Qara Qarayev m.,2 otaqlı,109.0,11,200000
Qara Qarayev m.,3 otaqlı,83.0,6,163000
Qara Qarayev m.,2 otaqlı,70.0,16,190000
Qara Qarayev m.,2 otaqlı,109.0,9,200000
Qara Qarayev m.,2 otaqlı,65.0,12,160000
Qara Qarayev m.,4 otaqlı,160.0,4,260000
Neftçilər m.,2 otaqlı,46.0,2,114000
Qara Qarayev m.,2 otaqlı,60.0,10,167000
Qara Qarayev m.,2 otaqlı,90.0,15,210000
Qara Qarayev m.,3 otaqlı,135.0,6,315000
Qara Qarayev m.,2 otaqlı,105.0,3,239000
Qara Qarayev m.,1 otaqlı,32.0,2,116000
Qara Qarayev m.,2 otaqlı,55.0,5,145000
Qara Qarayev m.,1 otaqlı,30.0,5,87000
Qara Qarayev m.,2 otaqlı,68.0,9,192000
Neftçilər m.,2 otaqlı,61.5,16,113775
Neftçilər m.,2 otaqlı,70.0,7,164000
Qara Qarayev m.,2 otaqlı,108.0,9,200000
Qara Qarayev m.,2 otaqlı,75.0,14,195000
Neftçilər m.,2 otaqlı,61.5,16,113775
Qara Qarayev m.,2 otaqlı,57.0,12,155000
Qara Qarayev m.,2 otaqlı,72.0,2,175000
Neftçilər m.,2 otaqlı,89.8,15,162000
Qara Qarayev m.,4 otaqlı,145.0,9,325000
Qara Qarayev m.,1 otaqlı,35.0,2,117000
Qara Qarayev m.,3 otaqlı,120.0,15,300000
Qara Qarayev m.,4 otaqlı,142.0,9,325000
Qara Qarayev m.,2 otaqlı,70.0,3,158000
Qara Qarayev m.,3 otaqlı,107.0,16,197000
Qara Qarayev m.,3 otaqlı,110.0,4,240000
Qara Qarayev m.,3 otaqlı,109.0,4,240000
Neftçilər m.,3 otaqlı,79.0,6,104280
Qara Qarayev m.,3 otaqlı,110.0,17,240000
Qara Qarayev m.,2 otaqlı,108.4,9,204500
Qara Qarayev m.,2 otaqlı,91.0,10,216000
Qara Qarayev m.,2 otaqlı,64.0,12,160000
Qara Qarayev m.,4 otaqlı,165.0,4,255000
Qara Qarayev m.,3 otaqlı,115.0,3,227000
Qara Qarayev m.,2 otaqlı,60.0,4,130500
Qara Qarayev m.,4 otaqlı,160.0,13,320000
Qara Qarayev m.,4 otaqlı,160.0,8,355000
Qara Qarayev m.,3 otaqlı,108.0,9,270000
Qara Qarayev m.,3 otaqlı,110.0,20,261000
Qara Qarayev m.,3 otaqlı,85.0,4,169000
Qara Qarayev m.,3 otaqlı,125.0,6,270000
Neftçilər m.,3 otaqlı,130.0,2,245000
Qara Qarayev m.,4 otaqlı,186.0,17,550000
Qara Qarayev m.,2 otaqlı,108.0,9,200000
Qara Qarayev m.,3 otaqlı,92.0,7,210000
Qara Qarayev m.,3 otaqlı,118.0,15,273000
Qara Qarayev m.,3 otaqlı,136.0,10,305000
Qara Qarayev m.,3 otaqlı,130.0,15,293000
Qara Qarayev m.,2 otaqlı,85.0,4,225000
Qara Qarayev m.,3 otaqlı,102.7,6,234000
Qara Qarayev m.,2 otaqlı,70.0,16,170000
Qara Qarayev m.,3 otaqlı,120.0,2,290000
Qara Qarayev m.,3 otaqlı,160.0,4,240000
Qara Qarayev m.,2 otaqlı,70.0,8,175000
Qara Qarayev m.,3 otaqlı,160.0,2,318000
Qara Qarayev m.,4 otaqlı,105.0,4,330000
Qara Qarayev m.,3 otaqlı,110.0,7,235000
Qara Qarayev m.,2 otaqlı,59.0,10,146000
Qara Qarayev m.,3 otaqlı,130.0,8,335000
Qara Qarayev m.,3 otaqlı,115.0,12,317000
Qara Qarayev m.,2 otaqlı,70.0,8,175000
Neftçilər m.,2 otaqlı,83.0,6,135000
Qara Qarayev m.,2 otaqlı,85.0,7,170000
Qara Qarayev m.,1 otaqlı,31.0,3,92000
Qara Qarayev m.,2 otaqlı,55.0,2,137000
Qara Qarayev m.,3 otaqlı,60.0,13,138000
Qara Qarayev m.,5 otaqlı,181.0,13,289000
Qara Qarayev m.,2 otaqlı,53.0,6,137000
Qara Qarayev m.,2 otaqlı,108.0,9,200000
Qara Qarayev m.,2 otaqlı,70.0,8,175000
Neftçilər m.,2 otaqlı,61.5,16,113775
Qara Qarayev m.,3 otaqlı,85.0,4,169000
Qara Qarayev m.,4 otaqlı,165.0,4,255000
Qara Qarayev m.,3 otaqlı,95.0,10,216000
Qara Qarayev m.,3 otaqlı,110.0,10,263000
Neftçilər m.,3 otaqlı,70.0,3,160000
Qara Qarayev m.,2 otaqlı,106.0,16,249100
Qara Qarayev m.,3 otaqlı,118.0,15,247000
Neftçilər m.,2 otaqlı,47.0,1,120000
Qara Qarayev m.,2 otaqlı,83.0,7,172000
Qara Qarayev m.,3 otaqlı,90.0,3,220000
Qara Qarayev m.,3 otaqlı,114.0,4,224000
Qara Qarayev m.,2 otaqlı,75.0,10,180000
Qara Qarayev m.,3 otaqlı,85.0,4,190000
Qara Qarayev m.,3 otaqlı,115.0,4,238000
Qara Qarayev m.,2 otaqlı,55.0,5,147000
Qara Qarayev m.,3 otaqlı,125.0,10,280000
Qara Qarayev m.,3 otaqlı,94.0,8,205000
Qara Qarayev m.,4 otaqlı,146.0,2,290000
Qara Qarayev m.,3 otaqlı,110.0,4,265000
Qara Qarayev m.,3 otaqlı,117.0,15,273000
Neftçilər m.,2 otaqlı,72.2,5,190000
Neftçilər m.,2 otaqlı,94.0,11,185000
Qara Qarayev m.,2 otaqlı,63.0,14,165000
Qara Qarayev m.,2 otaqlı,55.0,9,129000
Neftçilər m.,2 otaqlı,89.8,15,162000
Neftçilər m.,2 otaqlı,52.0,9,133000
Neftçilər m.,3 otaqlı,70.0,5,139000
Qara Qarayev m.,3 otaqlı,110.0,4,240000
Qara Qarayev m.,2 otaqlı,70.0,8,175000
Qara Qarayev m.,2 otaqlı,69.0,4,158000
Neftçilər m.,2 otaqlı,70.0,7,164000
Neftçilər m.,3 otaqlı,82.0,4,138000
Qara Qarayev m.,2 otaqlı,70.0,8,175000
Qara Qarayev m.,3 otaqlı,137.0,13,328000
Neftçilər m.,2 otaqlı,70.0,7,164800
Qara Qarayev m.,3 otaqlı,113.0,12,285000
Neftçilər m.,3 otaqlı,148.0,2,355000
Neftçilər m.,2 otaqlı,70.0,7,164800
Neftçilər m.,2 otaqlı,52.0,5,137000
Neftçilər m.,3 otaqlı,120.0,10,210000
Neftçilər m.,3 otaqlı,133.0,15,255000
Neftçilər m.,3 otaqlı,102.0,6,245000
Neftçilər m.,3 otaqlı,80.0,8,189000
Qara Qarayev m.,3 otaqlı,98.0,3,230000
Neftçilər m.,3 otaqlı,117.0,8,268000
Neftçilər m.,2 otaqlı,54.0,4,138000
Neftçilər m.,3 otaqlı,87.0,11,215000
Qara Qarayev m.,3 otaqlı,137.0,4,325000
Qara Qarayev m.,3 otaqlı,120.0,15,300000
Qara Qarayev m.,2 otaqlı,60.0,11,164000
Qara Qarayev m.,4 otaqlı,123.0,4,275000
Qara Qarayev m.,3 otaqlı,70.0,2,165000
Neftçilər m.,3 otaqlı,135.0,10,305000
Neftçilər m.,3 otaqlı,119.0,8,272000
Neftçilər m.,3 otaqlı,130.0,2,245000
Neftçilər m.,3 otaqlı,68.0,3,180000
Neftçilər m.,3 otaqlı,76.0,2,165000
Neftçilər m.,3 otaqlı,113.0,12,275000
Neftçilər m.,2 otaqlı,64.0,15,165000
Neftçilər m.,3 otaqlı,135.0,12,328000
Qara Qarayev m.,2 otaqlı,53.0,6,137000
Neftçilər m.,2 otaqlı,63.0,11,152000
Neftçilər m.,2 otaqlı,55.0,1,120000
Qara Qarayev m.,3 otaqlı,70.0,2,165000
Neftçilər m.,3 otaqlı,90.0,16,230000
Qara Qarayev m.,3 otaqlı,115.0,12,280000
Qara Qarayev m.,1 otaqlı,55.0,2,115000
Neftçilər m.,3 otaqlı,106.0,9,245000
Qara Qarayev m.,2 otaqlı,85.0,3,225000
Neftçilər m.,3 otaqlı,70.0,5,139000
Qara Qarayev m.,4 otaqlı,123.0,4,275000
Neftçilər m.,3 otaqlı,130.0,2,245000
Qara Qarayev m.,3 otaqlı,78.0,14,205000
Qara Qarayev m.,2 otaqlı,85.0,3,225000
Neftçilər m.,3 otaqlı,136.0,11,360000
Qara Qarayev m.,4 otaqlı,186.0,17,550000
Neftçilər m.,2 otaqlı,72.0,3,157000
Neftçilər m.,2 otaqlı,75.0,7,164000
Neftçilər m.,3 otaqlı,135.0,10,305000
Qara Qarayev m.,2 otaqlı,53.0,6,137000
Neftçilər m.,2 otaqlı,61.5,16,113775
Qara Qarayev m.,2 otaqlı,70.0,8,175000
Qara Qarayev m.,3 otaqlı,110.0,4,240000
Neftçilər m.,2 otaqlı,40.0,4,92900
Qara Qarayev m.,3 otaqlı,127.0,15,268000
Neftçilər m.,2 otaqlı,62.5,3,147000
Neftçilər m.,2 otaqlı,70.0,19,159000
Neftçilər m.,2 otaqlı,60.0,5,107900
Neftçilər m.,3 otaqlı,65.0,2,150000
Neftçilər m.,3 otaqlı,50.0,2,113900
Neftçilər m.,2 otaqlı,72.0,3,157000
Neftçilər m.,2 otaqlı,72.0,3,172000
Neftçilər m.,3 otaqlı,135.0,11,295000
Neftçilər m.,2 otaqlı,62.0,11,155000
Neftçilər m.,2 otaqlı,67.0,15,165000
Qara Qarayev m.,3 otaqlı,135.0,9,270000
Neftçilər m.,2 otaqlı,70.0,7,164800
Qara Qarayev m.,2 otaqlı,85.0,4,225000
Qara Qarayev m.,2 otaqlı,100.0,10,216000
Neftçilər m.,3 otaqlı,48.0,2,114000
Neftçilər m.,3 otaqlı,124.0,11,295000
Qara Qarayev m.,2 otaqlı,70.0,6,165000
Qara Qarayev m.,2 otaqlı,64.0,12,155000
Neftçilər m.,2 otaqlı,45.0,2,115000
Neftçilər m.,3 otaqlı,70.0,14,175000
Neftçilər m.,2 otaqlı,70.0,15,183000
Neftçilər m.,3 otaqlı,130.0,2,245000
Neftçilər m.,2 otaqlı,81.3,14,150405
Qara Qarayev m.,3 otaqlı,110.0,4,240000
Neftçilər m.,3 otaqlı,135.0,10,305000
Qara Qarayev m.,3 otaqlı,120.0,14,262000
Neftçilər m.,3 otaqlı,135.0,12,359000
Neftçilər m.,2 otaqlı,70.0,7,164000
Neftçilər m.,2 otaqlı,60.0,9,129000
Qara Qarayev m.,3 otaqlı,145.0,12,329000
Neftçilər m.,3 otaqlı,60.0,1,119000
Neftçilər m.,3 otaqlı,75.0,2,150000
Neftçilər m.,2 otaqlı,102.0,16,183000
Neftçilər m.,2 otaqlı,75.0,7,183500
Neftçilər m.,3 otaqlı,90.0,15,195000
Neftçilər m.,3 otaqlı,106.0,12,190000
Neftçilər m.,2 otaqlı,70.0,19,159000
Neftçilər m.,3 otaqlı,95.0,7,204500
Neftçilər m.,2 otaqlı,70.0,9,158000
Neftçilər m.,1 otaqlı,42.0,4,89500
Neftçilər m.,2 otaqlı,70.0,7,164500
Neftçilər m.,3 otaqlı,60.0,2,129000
Neftçilər m.,2 otaqlı,95.0,15,194500
Neftçilər m.,3 otaqlı,133.0,15,255000
Qara Qarayev m.,3 otaqlı,83.0,6,163000
Neftçilər m.,3 otaqlı,95.0,7,204500
Neftçilər m.,3 otaqlı,88.0,11,215000
Qara Qarayev m.,2 otaqlı,53.0,6,137000
Neftçilər m.,3 otaqlı,138.4,15,235280
Qara Qarayev m.,2 otaqlı,108.0,9,200000
Qara Qarayev m.,2 otaqlı,70.0,8,175000
Neftçilər m.,2 otaqlı,60.0,5,125000
Neftçilər m.,1 otaqlı,42.0,5,92500
Qara Qarayev m.,2 otaqlı,109.0,9,200000
Neftçilər m.,4 otaqlı,130.0,16,240000
Qara Qarayev m.,2 otaqlı,65.0,12,160000
Neftçilər m.,2 otaqlı,46.0,2,114000
Neftçilər m.,2 otaqlı,72.0,3,157000
Qara Qarayev m.,2 otaqlı,105.0,3,239000
Qara Qarayev m.,1 otaqlı,32.0,2,116000
Neftçilər m.,2 otaqlı,65.0,7,159000
Neftçilər m.,2 otaqlı,52.0,5,137000
Qara Qarayev m.,1 otaqlı,30.0,5,87000
Neftçilər m.,2 otaqlı,55.0,3,134700
Neftçilər m.,3 otaqlı,80.0,4,138000
Neftçilər m.,3 otaqlı,138.4,15,235280
Neftçilər m.,2 otaqlı,61.5,16,113775
Neftçilər m.,2 otaqlı,89.8,15,162000
Qara Qarayev m.,4 otaqlı,145.0,9,325000
Neftçilər m.,2 otaqlı,91.0,8,202000
Neftçilər m.,1 otaqlı,64.9,17,90860
Neftçilər m.,3 otaqlı,84.1,5,151138
Neftçilər m.,2 otaqlı,55.0,2,130000
Neftçilər m.,2 otaqlı,35.0,4,103500
Neftçilər m.,2 otaqlı,81.3,14,150405
Neftçilər m.,3 otaqlı,88.0,11,215000
Neftçilər m.,2 otaqlı,60.0,9,129000
Neftçilər m.,1 otaqlı,64.9,17,90860
Qara Qarayev m.,2 otaqlı,53.0,6,137000
Neftçilər m.,2 otaqlı,52.0,9,133000
Neftçilər m.,2 otaqlı,70.0,16,160000
Neftçilər m.,1 otaqlı,30.0,3,98000
Neftçilər m.,1 otaqlı,30.0,3,98000
Neftçilər m.,4 otaqlı,80.0,2,150000
Neftçilər m.,3 otaqlı,119.0,8,272000
Neftçilər m.,3 otaqlı,75.0,1,135000
Qara Qarayev m.,3 otaqlı,110.0,4,240000
Qara Qarayev m.,3 otaqlı,109.0,4,240000
Neftçilər m.,3 otaqlı,85.0,1,140000
Neftçilər m.,3 otaqlı,55.0,2,114000
Neftçilər m.,2 otaqlı,70.0,19,159000
Neftçilər m.,3 otaqlı,79.0,6,104280
Neftçilər m.,2 otaqlı,52.0,5,137000
Neftçilər m.,3 otaqlı,70.0,9,165000
Neftçilər m.,2 otaqlı,84.0,4,189000
Neftçilər m.,2 otaqlı,76.0,15,136800
Neftçilər m.,1 otaqlı,70.0,3,126000
Qara Qarayev m.,2 otaqlı,64.0,12,160000
Neftçilər m.,3 otaqlı,118.0,11,109000
Qara Qarayev m.,3 otaqlı,115.0,3,227000
Qara Qarayev m.,4 otaqlı,160.0,13,320000
Qara Qarayev m.,4 otaqlı,160.0,8,355000
